,ShoeName,Category,no_colors,price_reduce,price,count_of_sizes,color_black,color_blue,color_white,color_red,other_color,product_code,n_reviews,size,comfort,quality,star_rating,product_code2
838,Nike Air Max 95 Unlocked By You,Men,7,215.0,215.0,17,0.0,0.0,0.0,0.0,,DO7424-900,,,,,,DO7424-900
839,Nike Vista,Men,1,38.97,60.0,4,1.0,0.0,1.0,0.0,,DJ6606-001,38.0,13.0,95.0,39.51,4.3,DJ6606-001
840,Jordan Max Aura 5,Men,5,130.0,130.0,12,1.0,0.0,1.0,1.0,gold,DZ4353-160,28.0,46.0,90.0,67.95,4.8,DZ4353-160
841,Air Jordan 1 Low FlyEase,Men,1,84.97,130.0,2,0.0,0.0,1.0,0.0,gold,DM1206-174,26.0,52.0,88.0,69.74,4.7,DM1206-174
842,Nike Free Run 5.0 Next Nature,Men,2,79.97,100.0,13,1.0,1.0,1.0,0.0,,CZ1884-004,581.0,46.0,93.0,46.85,4.6,CZ1884-004
843,Nike Air Force 1 '07,Men,1,114.97,135.0,16,0.0,0.0,0.0,0.0,brown,FQ8077-104,4.0,63.0,88.0,75.33,4.0,FQ8077-104
844,Jordan Pro Strong,Men,3,140.0,140.0,8,1.0,1.0,1.0,1.0,orange,DC8418-104,320.0,50.0,93.0,48.71,4.8,DC8418-104
845,Nike Rival Sprint,Men,4,75.0,75.0,27,1.0,1.0,1.0,0.0,pink,DC8753-100,83.0,25.0,50.0,25.4,4.6,DC8753-100
846,Nike Air Force 1 Low By You,Men,10,135.0,135.0,20,0.0,0.0,0.0,0.0,,DV3892-900,,,,,,DV3892-900
847,Nike Air Zoom Victory,Men,5,190.0,190.0,21,1.0,1.0,1.0,1.0,purple,CD4385-400,21.0,61.0,90.0,75.5,4.2,CD4385-400
848,Nike SFB B1,Men,1,170.0,170.0,21,0.0,0.0,0.0,0.0,,DD0007-900,16.0,23.0,94.0,41.08,3.4,DD0007-900
849,Nike Initiator,Men,3,56.97,75.0,17,1.0,0.0,1.0,0.0,,394055-001,49.0,42.0,100.0,50.73,4.6,394055-001
850,Nike Blazer Mid '77 Premium,Men,1,82.97,110.0,14,1.0,0.0,1.0,0.0,,FB8889-100,2.0,50.0,75.0,75.0,5.0,FB8889-100
851,Converse x TURBODRK Chuck 70 Laceless,Men,1,170.0,170.0,15,0.0,0.0,0.0,0.0,,A03938C-206,0.0,,,,0.0,A03938C-206
852,Nike React Infinity 2,Men,2,127.97,160.0,1,1.0,0.0,1.0,0.0,,CT2357-100,365.0,46.0,83.0,64.5,4.3,CT2357-100
853,Nike Go FlyEase,Men,2,125.0,125.0,8,1.0,0.0,1.0,0.0,,DR5540-002,30.0,43.0,96.0,49.67,4.4,DR5540-002
854,Nike Air Max Alpha Trainer 5,Men,7,80.97,95.0,16,1.0,1.0,1.0,1.0,green,DM0829-301,294.0,55.0,95.0,53.06,4.6,DM0829-301
855,KD Trey 5 IX,Men,1,95.0,95.0,1,1.0,0.0,1.0,1.0,,CW3400-001,275.0,48.0,87.0,46.33,4.8,CW3400-001
856,Spelman,Men,1,28.97,40.0,10,1.0,0.0,1.0,0.0,,DX5636-002,0.0,,,,0.0,DX5636-002
857,Nike Offcourt (Kentucky),Men,1,28.97,40.0,10,1.0,0.0,1.0,0.0,,DD0529-002,4.0,50.0,100.0,75.0,3.8,DD0529-002
858,Nike MC Trainer 2,Men,7,60.97,80.0,17,1.0,0.0,1.0,1.0,purple,DM0823-101,21.0,50.0,75.0,49.6,4.0,DM0823-101
859,Nike Air Penny 2,Men,6,170.97,200.0,17,1.0,0.0,1.0,0.0,brown,FB8885-100,1.0,50.0,100.0,83.33,5.0,FB8885-100
860,Nike Gripknit Phantom GX Elite FG By You,Men,4,280.0,280.0,14,0.0,0.0,0.0,0.0,,DX5261-902,,,,,,DX5261-902
861,Jordan ADG 4,Men,6,195.0,195.0,22,1.0,0.0,1.0,1.0,,DM0103-003,93.0,54.0,81.0,46.08,4.5,DM0103-003
862,Nike Air Zoom Victory Tour 3 NRG,Men,2,178.97,210.0,22,0.0,1.0,1.0,1.0,,FB8132-100,1.0,50.0,100.0,83.33,5.0,FB8132-100
863,Nike Air Force 1 Mid '07,Men,1,95.97,120.0,1,1.0,0.0,1.0,0.0,,DV0806-102,30.0,46.0,90.0,48.67,4.7,DV0806-102
864,Nike Griffey 2,Men,1,127.97,150.0,3,0.0,0.0,1.0,0.0,,DZ4637-001,1.0,50.0,100.0,83.33,5.0,DZ4637-001
865,Nike Tiempo Legend 10 Pro,Men,2,140.0,140.0,12,1.0,0.0,0.0,0.0,,DV4336-040,6.0,25.0,88.0,54.33,4.3,DV4336-040
866,Nike Metcon 9 By You,Men,6,180.0,180.0,22,0.0,0.0,0.0,0.0,,FQ7148-900,,,,,,FQ7148-900
867,Nike College Air Max SYSTM (Florida),Men,1,110.0,110.0,7,1.0,0.0,1.0,0.0,orange,DZ7740-800,1.0,50.0,100.0,83.33,5.0,DZ7740-800
868,NikeCourt Air Zoom Lite 3,Men,4,62.97,70.0,4,1.0,0.0,1.0,1.0,,DV3258-103,17.0,37.0,82.0,43.59,4.1,DV3258-103
869,Nike Vomero 16,Men,5,89.97,150.0,3,1.0,1.0,1.0,1.0,brown,DA7245-011,267.0,49.0,92.0,49.0,4.6,DA7245-011
870,Nike SB Blazer Court Mid Premium,Men,2,62.97,90.0,7,1.0,0.0,0.0,0.0,,FB1378-001,18.0,50.0,100.0,51.85,4.9,FB1378-001
871,Nike ACG Air Mada,Men,5,130.0,130.0,12,1.0,1.0,0.0,0.0,purple,DM3004-001,4.0,50.0,67.0,47.33,3.8,DM3004-001
872,Run Star Hike Platform,Men,2,105.0,105.0,9,1.0,0.0,1.0,0.0,,168817C-102,1.0,100.0,100.0,100.0,4.0,168817C-102
873,Nike Pegasus 40 UAC,Men,3,111.97,140.0,12,1.0,0.0,1.0,1.0,green,FJ2843-100,372.0,50.0,89.0,49.74,4.7,FJ2843-100
874,Nike Winflo 9,Men,4,79.97,100.0,5,1.0,1.0,1.0,1.0,green,DD6203-003,359.0,47.0,92.0,46.61,4.6,DD6203-003
875,Nike Downshifter 12,Men,10,55.97,75.0,13,1.0,1.0,1.0,1.0,purple,DD9293-003,158.0,43.0,82.0,44.41,4.6,DD9293-003
876,Sabrina 1 By You,Men,6,160.0,160.0,26,0.0,0.0,0.0,0.0,,FJ4036-900,,,,,,FJ4036-900
877,NikeCourt Zoom Vapor Cage 4 Rafa,Men,5,150.0,150.0,1,1.0,1.0,1.0,0.0,green,DD1579-103,38.0,57.0,83.0,47.54,4.3,DD1579-103
878,Nike ACG Moc,Men,4,90.0,90.0,10,1.0,0.0,0.0,0.0,brown,DZ3407-800,10.0,44.0,100.0,71.33,4.9,DZ3407-800
879,KD Trey 5 X,Men,5,59.97,95.0,1,1.0,0.0,1.0,1.0,violet,DD9538-012,193.0,47.0,94.0,48.9,4.8,DD9538-012
880,Nike Air Max 90 SE,Men,1,98.97,140.0,0,0.0,0.0,1.0,0.0,,DV1734-100,4.0,50.0,75.0,62.5,3.5,DV1734-100
881,Nike Air Presto Mid Utility,Men,2,73.97,150.0,5,1.0,1.0,1.0,0.0,orange,DC8751-800,115.0,50.0,93.0,49.7,4.7,DC8751-800
882,Nike Pegasus 40 (Florida State),Men,1,98.97,140.0,15,0.0,0.0,1.0,0.0,gold,DZ5943-100,0.0,,,,0.0,DZ5943-100
883,Nike Pegasus Trail 4 GORE-TEX By You,Men,8,190.0,190.0,22,0.0,0.0,0.0,0.0,,FJ8896-900,,,,,,FJ8896-900
884,Nike SB Zoom Blazer Low Pro GT,Men,3,85.0,85.0,20,1.0,1.0,1.0,1.0,brown,DC7695-102,17.0,47.0,88.0,48.92,4.9,DC7695-102
885,Nike Zegama,Men,7,95.97,160.0,0,1.0,1.0,1.0,1.0,purple,DH0623-400,91.0,50.0,95.0,54.19,4.7,DH0623-400
886,Nike Pegasus 40 (North Carolina A&T),Men,1,98.97,140.0,14,0.0,0.0,1.0,0.0,,DZ5952-100,0.0,,,,0.0,DZ5952-100
887,Nike Air Max 97,Men,2,109.97,185.0,3,0.0,0.0,1.0,0.0,green,DX3946-100,2.0,,,,5.0,DX3946-100
888,Cosmic Unity 3,Men,10,127.97,170.0,18,1.0,0.0,1.0,1.0,gold,DV2757-201,72.0,40.0,85.0,46.76,4.3,DV2757-201
889,Jordan Stadium 90,Men,5,140.0,140.0,13,1.0,0.0,1.0,1.0,gold,DX4397-170,17.0,50.0,97.0,78.41,4.8,DX4397-170
890,Nike Force Trout 9 Keystone,Men,5,55.0,55.0,17,1.0,1.0,1.0,1.0,,FB9728-600,0.0,,,,0.0,FB9728-600
891,"Nike SFB Field 2 8"" GORE-TEX",Men,1,190.0,190.0,16,1.0,0.0,0.0,0.0,,AQ1199-001,13.0,42.0,78.0,60.0,4.1,AQ1199-001
892,Nike Free RN By You,Men,6,130.0,130.0,17,1.0,1.0,1.0,1.0,brown,HF0795-101,,,,,,HF0795-101
893,"Ja 1 ""Hunger""",Men,5,110.0,110.0,2,1.0,1.0,1.0,1.0,green,DR8785-401,252.0,38.0,75.0,44.41,4.5,DR8785-401
894,Nike Pegasus 40 By You,Men,14,160.0,160.0,17,0.0,0.0,0.0,0.0,,FB2382-900,,,,,,FB2382-900
895,Nike Metcon 8 MF,Men,1,103.97,130.0,5,1.0,0.0,1.0,0.0,,DO9387-001,8.0,70.0,80.0,75.0,4.5,DO9387-001
896,NOCTA x Nike Hot Step Air Terra,Men,2,180.0,180.0,20,1.0,0.0,1.0,0.0,brown,DR0508-001,5.0,20.0,60.0,40.0,4.0,DR0508-001
897,Nike Air Max 90,Men,1,89.97,130.0,2,1.0,0.0,1.0,1.0,,DM0029-105,429.0,48.0,91.0,48.12,4.9,DM0029-105
898,Giannis Immortality 2,Men,8,72.97,85.0,9,1.0,1.0,1.0,0.0,brown,DM0825-103,469.0,46.0,83.0,44.56,4.7,DM0825-103
899,Nike Air Max Solo,Men,6,75.97,100.0,17,1.0,0.0,1.0,1.0,green,DX3666-005,7.0,50.0,93.0,81.0,4.7,DX3666-005
900,"Luka 2 ""The Pitch""",Men,1,130.0,130.0,12,1.0,0.0,0.0,0.0,brown,FQ9044-800,1.0,,50.0,75.0,4.0,FQ9044-800
901,Nike Air Max SC,Men,7,76.97,90.0,2,1.0,1.0,1.0,1.0,gold,FQ0205-133,2.0,50.0,75.0,75.0,4.5,FQ0205-133
902,Jordan XII G,Men,1,220.0,220.0,7,1.0,0.0,1.0,0.0,,DM9015-105,1.0,50.0,100.0,75.0,1.0,DM9015-105
903,Nike Alpha Menace Pro 3,Men,5,85.97,100.0,14,1.0,1.0,1.0,1.0,green,CT6649-414,88.0,50.0,75.0,42.05,4.7,CT6649-414
904,Nike Vapor Edge Elite 360 2,Men,5,140.97,200.0,14,1.0,1.0,1.0,1.0,green,DA5457-010,0.0,,,,0.0,DA5457-010
905,NikeCourt Air Zoom Vapor 9.5 Tour Leather,Men,1,138.97,180.0,17,0.0,1.0,0.0,0.0,brown,FJ1683-100,4.0,50.0,88.0,79.33,5.0,FJ1683-100
906,Nike Tanjun,Men,4,59.97,70.0,16,1.0,0.0,1.0,0.0,,DJ6258-100,65.0,39.0,89.0,44.21,4.3,DJ6258-100
907,Nike Vapor Edge Speed 360 2,Men,7,85.97,100.0,8,1.0,1.0,1.0,1.0,green,DA5455-616,10.0,50.0,78.0,59.33,4.5,DA5455-616
908,Cosmic Unity 3 (Team),Men,5,144.97,170.0,23,1.0,1.0,1.0,1.0,,DZ2906-600,2.0,25.0,50.0,58.33,4.0,DZ2906-600
909,Nike Air Force 1 '07,Men,1,93.97,110.0,2,0.0,0.0,1.0,0.0,khaki,DV0804-200,7.0,50.0,100.0,54.76,4.9,DV0804-200
910,Nike Offcourt Adjust,Men,3,34.97,40.0,13,1.0,1.0,1.0,0.0,,DQ9624-400,28.0,50.0,100.0,55.95,4.9,DQ9624-400
911,Nike Court Vision Low Next Nature,Men,3,80.0,80.0,17,1.0,1.0,1.0,0.0,,DH2987-112,525.0,56.0,69.0,42.49,4.7,DH2987-112
912,Nike Alpha Huarache Elite 4 Low,Men,11,95.0,95.0,6,1.0,1.0,1.0,1.0,pink,DJ6521-002,19.0,,,,4.9,DJ6521-002
913,Nike Rival Waffle 6,Men,3,52.97,70.0,16,1.0,0.0,1.0,0.0,pink,DX7998-700,14.0,,50.0,50.0,3.8,DX7998-700
914,Nike Kiger 9,Men,5,104.97,150.0,17,1.0,0.0,1.0,1.0,green,DR2693-300,134.0,50.0,90.0,48.91,4.7,DR2693-300
915,Nike Alpha Huarache NXT,Men,6,160.0,160.0,17,1.0,1.0,1.0,1.0,violet,DJ6517-001,2.0,50.0,100.0,75.0,5.0,DJ6517-001
916,Nike Metcon 7 AMP,Men,2,111.97,140.0,5,1.0,1.0,1.0,0.0,,DM0259-900,1.0,,50.0,50.0,4.0,DM0259-900
917,NikeCourt Air Zoom NXT,Men,6,112.97,150.0,17,1.0,1.0,1.0,1.0,green,DV3276-600,7.0,67.0,84.0,64.62,4.6,DV3276-600
918,Nike Gripknit Phantom GX Elite Dynamic Fit FG By You,Men,2,305.0,305.0,17,0.0,0.0,0.0,1.0,,DX5266-902,,,,,,DX5266-902
919,Nike Court Vintage Premium,Men,2,68.97,80.0,15,1.0,0.0,1.0,0.0,brown,CT1726-100,127.0,42.0,84.0,43.05,4.5,CT1726-100
920,Nike Court Royale 2 Mid,Men,1,63.97,70.0,1,1.0,0.0,1.0,0.0,,CQ9179-100,115.0,55.0,75.0,43.62,4.7,CQ9179-100
921,Nike SB Chron 2 Canvas,Men,6,48.97,65.0,19,1.0,0.0,1.0,0.0,brown,DM3494-301,153.0,49.0,86.0,46.96,4.8,DM3494-301
922,Nike Lunar Force 1,Men,2,157.97,180.0,13,1.0,0.0,0.0,0.0,brown,805899-202,107.0,56.0,94.0,54.98,4.5,805899-202
923,Nike Zoom KD 3,Men,2,130.0,130.0,6,0.0,1.0,1.0,0.0,gold,FJ0980-001,1.0,50.0,100.0,83.33,5.0,FJ0980-001
924,Nike Rival XC 6,Men,3,70.0,70.0,17,1.0,0.0,1.0,0.0,pink,DX7999-100,10.0,13.0,75.0,42.67,4.4,DX7999-100
925,Nike Renew Ride 3,Men,4,72.97,85.0,17,1.0,1.0,1.0,1.0,purple,DC8185-010,57.0,49.0,88.0,49.18,4.5,DC8185-010
926,Nike Internationalist By You,Men,9,110.0,110.0,16,0.0,0.0,0.0,0.0,,CW7635-991,,,,,,CW7635-991
927,Nike Phantom GX Academy,Men,4,75.97,100.0,16,1.0,0.0,1.0,1.0,,DD9472-040,53.0,34.0,67.0,34.92,4.7,DD9472-040
928,Nike Vapor Edge Pro 360 2,Men,1,135.0,135.0,18,1.0,1.0,1.0,1.0,green,DA5456-001,15.0,47.0,82.0,58.56,4.6,DA5456-001
929,Nike Air Cross Trainer 3 Low,Men,6,93.97,125.0,17,1.0,1.0,1.0,0.0,pink,FQ8829-100,0.0,,,,0.0,FQ8829-100
930,Nike Structure 25,Men,12,111.97,140.0,17,1.0,1.0,1.0,1.0,purple,DJ7883-300,58.0,47.0,89.0,67.17,4.5,DJ7883-300
931,Nike Air Force 1 Mid React,Men,2,101.97,150.0,7,1.0,0.0,1.0,0.0,gold,DQ1872-001,3.0,,50.0,50.0,5.0,DQ1872-001
932,Nike SB Force 58,Men,7,80.0,80.0,2,1.0,0.0,1.0,0.0,purple,DV5477-600,50.0,42.0,89.0,53.67,4.7,DV5477-600
933,Nike Air Max 97 By You Greatest Gift,Men,1,195.0,195.0,17,0.0,0.0,0.0,0.0,,FZ0814-900,,,,,,FZ0814-900
934,Nike Air Max 1 '86 OG G,Men,4,120.97,160.0,22,1.0,1.0,1.0,1.0,brown,DV1403-002,20.0,32.0,82.0,46.33,4.5,DV1403-002
935,Air Jordan 1 High Method of Make,Men,2,155.0,155.0,1,0.0,0.0,1.0,0.0,brown,FB9891-100,16.0,50.0,94.0,81.33,4.9,FB9891-100
936,Nike Alpha Huarache NXT MCS,Men,7,150.0,150.0,16,1.0,1.0,1.0,1.0,,DJ6519-104,1.0,50.0,50.0,66.67,5.0,DJ6519-104
937,Nike Dunk High By You,Men,6,155.0,155.0,17,0.0,0.0,0.0,0.0,,DV2273-900,,,,,,DV2273-900
938,NikePremier 3,Men,5,93.97,110.0,6,1.0,1.0,1.0,0.0,gold,AT5889-407,64.0,39.0,95.0,45.71,4.6,AT5889-407
939,NikeCourt Zoom Pro,Men,6,85.97,100.0,16,1.0,1.0,1.0,1.0,brown,DV3278-700,10.0,50.0,72.0,44.0,2.6,DV3278-700
940,Nike Space Hippie 01,Men,3,78.97,130.0,1,1.0,0.0,1.0,1.0,green,DJ3056-004,65.0,49.0,91.0,47.18,4.5,DJ3056-004
941,Nike Air Max Genome,Men,2,126.97,180.0,5,1.0,0.0,1.0,0.0,,CW1648-003,297.0,58.0,86.0,48.11,4.6,CW1648-003
942,Nike Huarache 9 Elite LAX,Men,2,130.0,130.0,23,1.0,0.0,1.0,0.0,gold,FD0088-100,0.0,,,,0.0,FD0088-100
943,Nike Quest 4,Men,2,55.97,75.0,1,1.0,1.0,1.0,0.0,,DA1105-400,163.0,53.0,90.0,48.48,4.5,DA1105-400
944,Nike Dunk Mid,Men,2,97.97,115.0,0,0.0,0.0,0.0,0.0,,,,,,,,
945,Nike Air Monarch IV,Men,10,68.97,80.0,17,1.0,1.0,1.0,0.0,,416355-001,601.0,52.0,89.0,47.5,4.5,416355-001
946,Nike Metcon 8,Men,9,103.97,130.0,3,1.0,1.0,1.0,0.0,brown,DO9328-004,136.0,45.0,79.0,43.29,4.5,DO9328-004
947,Nike Waffle One Leather,Men,5,90.97,120.0,17,1.0,1.0,1.0,0.0,olive,DX9428-003,17.0,50.0,80.0,49.22,4.8,DX9428-003
948,Nike Air Force 1 Mid By You,Men,6,145.0,145.0,20,0.0,0.0,0.0,0.0,,DV3908-900,,,,,,DV3908-900
949,LeBron Witness 8 x FaZe Clan,Men,5,93.97,110.0,8,1.0,1.0,1.0,1.0,purple,FV0400-001,0.0,,,,0.0,FV0400-001
950,Nike Terminator High,Men,4,74.97,135.0,12,1.0,0.0,1.0,1.0,,FJ5464-010,2.0,75.0,100.0,91.67,4.5,FJ5464-010
951,Nike Tiempo Legend 10 Academy,Men,4,72.97,85.0,18,1.0,0.0,1.0,0.0,,DV4337-300,9.0,50.0,50.0,37.04,3.8,DV4337-300
952,LeBron Witness 7 (Team),Men,7,93.97,110.0,17,1.0,1.0,1.0,1.0,purple,DZ3299-400,9.0,45.0,95.0,80.0,4.8,DZ3299-400
953,Nike Run Swift 3,Men,6,60.97,80.0,13,1.0,1.0,1.0,1.0,orange,DR2695-600,37.0,50.0,84.0,47.37,4.6,DR2695-600
954,Jordan Play,Men,5,36.97,45.0,2,1.0,1.0,1.0,1.0,,DC9835-300,79.0,52.0,89.0,54.59,4.5,DC9835-300
955,Run Star Hike Platform,Men,2,110.0,110.0,20,1.0,0.0,1.0,0.0,,166800C-001,9.0,50.0,100.0,57.41,5.0,166800C-001
956,Nike Victori One,Men,3,25.0,25.0,13,1.0,1.0,1.0,0.0,,CZ5478-400,159.0,59.0,90.0,74.5,4.6,CZ5478-400
957,NikeCourt Vapor Lite 2,Men,5,63.97,85.0,14,1.0,0.0,1.0,1.0,brown,DV2018-600,3.0,50.0,100.0,61.11,4.7,DV2018-600
958,Nike x Ambush Air Adjust Force,Men,2,210.0,210.0,21,1.0,0.0,1.0,1.0,purple,DM8465-100,3.0,50.0,100.0,75.0,5.0,DM8465-100
959,Nike Free RN NN SE,Men,6,79.97,100.0,6,1.0,1.0,1.0,1.0,purple,FJ1056-100,6.0,50.0,100.0,61.11,5.0,FJ1056-100
960,Sabrina 1 By You,Men,1,160.0,160.0,26,0.0,0.0,0.0,0.0,,FJ4036-900,,,,,,FJ4036-900
961,Nike Air Zoom Infinity Tour NEXT% Boa,Men,1,150.97,190.0,13,1.0,1.0,1.0,0.0,,DJ5590-103,2.0,50.0,100.0,75.0,4.5,DJ5590-103
962,Nike Air Force 1 '07 QS,Men,1,130.0,130.0,4,1.0,0.0,0.0,0.0,,DC8877-200,12.0,59.0,92.0,83.67,4.9,DC8877-200
963,Nike SB Zoom Blazer Low Pro GT,Men,2,85.0,85.0,16,1.0,0.0,1.0,0.0,brown,DC7695-100,17.0,47.0,88.0,48.92,4.9,DC7695-100
964,Nike Pegasus Trail 3,Men,3,98.97,140.0,1,1.0,1.0,1.0,1.0,green,DA8697-001,195.0,50.0,87.0,45.84,4.5,DA8697-001
965,Nike Air Zoom Victory Tour 3,Men,6,142.97,190.0,22,1.0,1.0,1.0,1.0,green,DV6798-001,8.0,34.0,100.0,53.0,5.0,DV6798-001
966,Nike Inflict SE,Men,1,115.0,115.0,5,1.0,0.0,1.0,0.0,pink,DJ4471-121,0.0,,,,0.0,DJ4471-121
967,Nike Phantom GX Club,Men,2,56.97,75.0,18,1.0,0.0,1.0,1.0,,DD9482-040,9.0,,,,4.6,DD9482-040
968,Nike Romaleos 4 SE,Men,3,200.0,200.0,2,1.0,0.0,1.0,0.0,pink,DJ4487-121,8.0,25.0,25.0,20.83,3.8,DJ4487-121
969,Jumpman MVP,Men,5,140.97,165.0,10,1.0,0.0,1.0,1.0,orange,DZ4475-300,121.0,51.0,91.0,60.56,4.8,DZ4475-300
970,Nike Offcourt (USC),Men,1,28.97,40.0,10,1.0,0.0,0.0,0.0,gold,DD0553-002,1.0,,100.0,100.0,5.0,DD0553-002
971,Jordan Why Not .6,Men,3,84.97,140.0,6,1.0,1.0,1.0,1.0,pink,DO7189-100,30.0,47.0,87.0,53.56,4.8,DO7189-100
972,Nike ISPA Universal,Men,4,80.0,80.0,9,0.0,1.0,1.0,0.0,,DM0886-100,3.0,50.0,100.0,61.11,3.0,DM0886-100
973,Nike Phantom Luna,Men,2,110.97,130.0,10,1.0,0.0,1.0,0.0,,FN8406-300,32.0,20.0,77.0,46.92,4.6,FN8406-300
974,Nike Pegasus 40 (TCU),Men,1,98.97,140.0,20,1.0,0.0,1.0,0.0,orchid,DZ5961-100,0.0,,,,0.0,DZ5961-100
975,Jordan Series ES,Men,2,55.97,85.0,2,0.0,0.0,0.0,0.0,gold,DN1856-002,106.0,55.0,88.0,49.24,4.8,DN1856-002
976,Nike Streakfly,Men,9,111.97,160.0,0,1.0,1.0,1.0,1.0,purple,FN3435-148,1.0,50.0,100.0,83.33,5.0,FN3435-148
977,Nike Offcourt (Oklahoma State),Men,1,28.97,40.0,10,1.0,0.0,1.0,0.0,orange,DD0535-002,0.0,,,,0.0,DD0535-002
978,Jordan Stay Loyal 3,Men,4,97.97,115.0,16,1.0,0.0,1.0,1.0,gold,FB1396-070,23.0,48.0,72.0,67.54,4.2,FB1396-070
979,Nike BRSB,Men,3,76.97,90.0,18,1.0,0.0,1.0,1.0,,DH9227-101,15.0,37.0,63.0,35.56,4.2,DH9227-101
980,Nike Air Max 95,Men,11,92.97,185.0,1,1.0,0.0,1.0,1.0,green,DX2670-001,2.0,50.0,25.0,37.5,2.0,DX2670-001
981,Delaware State,Men,1,28.97,40.0,10,1.0,1.0,0.0,0.0,,DX5643-002,0.0,,,,0.0,DX5643-002
982,Nike Cortez Unlocked By You,Men,6,130.0,130.0,24,0.0,0.0,0.0,0.0,,FJ8890-905,,,,,,FJ8890-905
983,Nike P-6000,Men,2,85.97,110.0,17,1.0,1.0,1.0,1.0,khaki,CD6404-400,24.0,53.0,100.0,67.67,4.9,CD6404-400
984,Nike Offcourt,Men,6,40.0,40.0,10,1.0,0.0,1.0,1.0,brown,BQ4639-203,698.0,32.0,94.0,42.48,4.7,BQ4639-203
985,Nike ACG Mountain Fly 2 Low,Men,5,150.0,150.0,13,1.0,0.0,1.0,0.0,brown,DV7903-003,93.0,47.0,72.0,47.55,4.3,DV7903-003
986,Nike Blazer Mid '77 Vintage,Men,1,80.97,110.0,8,1.0,0.0,0.0,0.0,green,FD0759-133,1.0,50.0,50.0,66.67,5.0,FD0759-133
987,NikeCourt Air Zoom Vapor Pro 2,Men,6,120.0,120.0,9,1.0,1.0,1.0,1.0,green,DR6191-103,10.0,50.0,93.0,61.0,4.8,DR6191-103
988,Nike Alpha Huarache 8 Pro Turf,Men,1,68.97,80.0,1,0.0,0.0,1.0,0.0,,CZ6559-110,18.0,50.0,100.0,51.85,4.2,CZ6559-110
989,Air Jordan 1 Low G,Men,5,140.0,140.0,1,1.0,1.0,1.0,0.0,green,DD9315-108,108.0,54.0,82.0,49.65,4.8,DD9315-108
990,Nike Mercurial Superfly 9 Pro,Men,3,170.0,170.0,13,1.0,0.0,1.0,0.0,,DJ5598-040,58.0,17.0,67.0,28.57,4.4,DJ5598-040
991,Nike Air Force 1 High '07,Men,2,130.0,130.0,20,1.0,0.0,1.0,0.0,,CW2290-111,78.0,52.0,81.0,47.75,4.9,CW2290-111
992,Nike Phantom GX Elite,Men,3,242.97,285.0,5,1.0,0.0,1.0,1.0,,DC9969-600,66.0,37.0,83.0,42.53,4.7,DC9969-600
993,Jordan 1 Retro MCS Low,Men,7,119.97,140.0,1,1.0,0.0,1.0,1.0,,CJ8524-401,18.0,75.0,100.0,87.5,5.0,CJ8524-401
994,Nike Pegasus 38 Shield,Men,2,109.97,135.0,8,1.0,0.0,1.0,0.0,orange,DC4073-003,53.0,50.0,84.0,47.81,4.7,DC4073-003
995,Nike Streetgato,Men,7,67.97,90.0,16,1.0,1.0,1.0,0.0,brown,DC8466-102,47.0,32.0,72.0,37.5,4.5,DC8466-102
996,Nike Air Diamond Varsity Turf,Men,3,75.0,75.0,15,1.0,1.0,1.0,1.0,,FN7454-100,0.0,,,,0.0,FN7454-100
997,Air Jordan 1 Elevate High SE,Men,2,124.97,155.0,6,1.0,0.0,1.0,0.0,brown,DZ3744-100,6.0,50.0,70.0,56.67,4.5,DZ3744-100
998,Nike SpeedSweep 7,Men,3,63.0,63.0,10,1.0,0.0,1.0,0.0,,366683-003,58.0,25.0,75.0,33.91,4.5,366683-003
999,Nike Huarache 9 Varsity LAX,Men,2,90.0,90.0,19,1.0,0.0,1.0,0.0,gold,FD0090-101,0.0,,,,0.0,FD0090-101
1000,Jordan XII G,Men,1,220.0,220.0,5,0.0,0.0,1.0,0.0,gold,DM0106-117,0.0,,,,0.0,DM0106-117
1001,Nike Air Winflo 10,Men,16,89.97,105.0,17,1.0,1.0,1.0,1.0,brown,FQ8725-084,0.0,,,,0.0,FQ8725-084
1002,Nike Winflo 9 Shield,Men,3,86.97,115.0,17,1.0,0.0,1.0,0.0,orange,DM1106-002,30.0,53.0,69.0,44.0,3.9,DM1106-002
1003,Nike Vapor Edge Speed 360 2 (Team),Men,4,85.97,100.0,9,0.0,1.0,1.0,0.0,orange,FJ1582-130,3.0,50.0,84.0,67.0,5.0,FJ1582-130
1004,Nike Air Huarache,Men,13,69.97,140.0,2,1.0,1.0,1.0,1.0,gold,FD0735-442,5.0,25.0,100.0,62.5,4.8,FD0735-442
1005,Jordan Hydro XI,Men,1,65.0,65.0,7,1.0,0.0,1.0,0.0,gold,FN2452-170,0.0,,,,0.0,FN2452-170
1006,Nike HyperSpeed Court,Men,4,90.0,90.0,23,1.0,0.0,1.0,1.0,,CI2964-610,4.0,25.0,75.0,50.0,4.5,CI2964-610
1007,Nike Air Max 1 Premium,Men,1,160.0,160.0,13,1.0,0.0,1.0,1.0,,FD9081-001,4.0,50.0,75.0,75.0,4.8,FD9081-001
1008,Nike Cortez,Men,2,67.97,90.0,17,1.0,1.0,1.0,0.0,orange,DM4044-102,48.0,37.0,79.0,41.44,4.6,DM4044-102
1009,Nike Blazer Mid '77 By You,Men,6,120.0,120.0,17,0.0,0.0,0.0,0.0,,DO7432-900,,,,,,DO7432-900
